,chunkId,content,heading,StartPage,EndPage,ContentWordCount,pdfName,contentType,image,summary
1003,," (4) On compliance with the requirements of sub-sections (1) to (3), the Registrar shall, within a period of thirty days of the receipt of application, certify under his hand that the inter-State co-operative society applying for registration is registered and thereby incorporated as a Producer Company under this Part.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,49,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1004,," (5) A co-operative society formed by producers, by Federation or Union of co-operative societies of producers or co-operatives of producers, registered under any law for the time being in force which has extended its objects outside the State, either directly or through a union or federation of co-operatives of which it is a constituent, as the case may be, and any Federation or Unions of such co-operatives, which has so extended any of its objects or activities outside the State, shall be eligible to make an application under sub-section (1) and to obtain registration as a Producer Company under this Part.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,101,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1005,," (6) The inter-State co-operative society shall, upon registration under sub-section (1), stand transformed into a Producer Company, and there-after shall be governed by the provisions of this Part to the exclusion of the law by which it was earlier governed, save insofar as anything done or omitted to be done before its registration as a Producer Company, and notwithstanding anything contained in any other law for the time being in force, no person shall have any claim against the co-operative institution or the company by reason of such conversion or transformation.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,91,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1006,," (7) Upon registration as a Producer Company, the Registrar of Companies who registers the company shall forthwith intimate the Registrar with whom the erstwhile inter-State co-operative society was earlier registered for appropriate deletion of the society from its register.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,39,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1007,,   581K.,",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,1,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1008,,EFFECT OF INCORPORATION OF PRODUCER COMPANY Every shareholder of the inter-State co-operative society immediately before the date of registration of Producer Company (hereafter referred to as the transformation date) shall be deemed to be registered on and from that date as a shareholder of the Producer Company to the extent of the face value of the shares held by such shareholder.,",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,61,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1009,,   581L.,",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,1,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1010,,"VESTING OF UNDERTAKING IN PRODUCER COMPANY  (1) All properties and assets, movable and immovable, of, or belonging to, the inter-State cooperative society as on the transformation date, shall vest in the Producer Company.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,33,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1011,," (2) All the rights, debts, liabilities, interests, privileges and obligations of the inter-State cooperative society as on the transformation date shall stand transferred to, and be the rights, debts, liabilities, interests, privileges and obligations of, the Producer Company.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,38,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1012,," (3) Without prejudice to the provisions contained in sub-section (2), all debts, liabilities and obligations incurred, all contracts entered into and all matters and things engaged to be done by, with or for, the society as on the transformation date for or in connection with their purposes, shall be deemed to have been incurred, entered into, or engaged to be done by, with or for, the Producer Company.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,68,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1013,," (4) All sums of money due to the inter-State co-operative society immediately before the transformation date, shall be deemed to be due to the Producer Company.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,26,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1014,," (5) Every organisation, which was being managed immediately before the transformation date by the inter-State co-operative society shall be managed by the Producer Company for such period, to such extent and in such manner as the circumstances may require.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,39,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1015,," (6) Every organisation which was getting financial, managerial or technical assistance from the inter-State co- operative society, immediately before the transformation date, may continue to be given financial, managerial or technical assistance, as the case may be, by the Producer Company, for such period, to such extent and in such manner as that company may deem fit.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,57,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1016,, (7) The amount representing the capital of the erstwhile inter-State co-operative society shall form part of the capital of the Producer Company.,",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,22,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1017,," (8) Any reference to the inter-State co-operative society in any law other than this Act or in any contract or other instrument, shall be deemed to be reference to the Producer Company.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,32,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1018,," (9) If, on the transformation date, there is pending any suit, arbitration, appeal or other legal proceeding of whatever nature by or against the inter-State co-operative society, the same shall not abate, be discontinued or be in any way prejudicially affected by reason of the incorporation of the Producer Company under section 581C or transformation of the inter-State co-operative society as a Producer Company under section 581J, as the case may be, but the suit, arbitration, appeal or other proceeding, may be continued, prosecuted and enforced by or against the Producer Company in the same manner and to the same extent as it would have, or may have been continued, prosecuted and enforced by or against the inter-State co-operative society as if the provisions contained in this Part had not come into force.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,133,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1019,,   581M.,",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,1,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1020,,"CONCESSION, ETC., TO BE DEEMED TO HAVE BEEN GRANTED TO PRODUCER COMPANY With effect from the transformation date, all fiscal and other concessions, licences, benefits, privileges and exemptions granted to the inter-State co-operative society in connection with the affairs and business of the inter-State cooperative society under any law for the time being in force shall be deemed to have been granted to the Producer Company.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,66,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
